Wind;Load
0.059869833;60
0.056616917;60
0.0754225;60
0.103115167;60
0.131906;60
0.16647325;60
0.231015333;60
0.358418667;60
0.4988655;60
0.690977667;60
0.77074425;60
0.88329775;60
0.8844225;120
0.862460333;120
0.84279075;120
0.836227583;120
0.817018667;120
0.781855833;120
0.792522167;120
0.74800725;120
0.63566725;120
0.479847417;120
0.328900917;120
0.216556167;120
0.17848775;60
0.16993325;60
0.188511083;60
0.232269;60
0.2961815;60
0.366404417;60
0.39452875;60
0.438632917;60
0.505225167;60
0.58286625;60
0.647388417;60
0.71317175;60
0.7501315;120
0.745703;120
0.7405715;120
0.731284083;120
0.70465825;120
0.662070417;120
0.610793083;120
0.551156083;120
0.451834333;120
0.441135;120
0.444235;120
0.436240583;120
0.394635833;60
0.374918333;60
0.430739667;60
0.5524565;60
0.696265667;60
0.8006695;60
0.8452675;60
0.887924333;60
0.91010175;60
0.92265175;60
0.936820583;60
0.947471167;60
0.93476475;120
0.898187917;120
0.865946917;120
0.84702775;120
0.83588875;120
0.77581975;120
0.657178583;120
0.627909417;120
0.9233835;120
0.843051083;120
0.642170167;120
0.462110083;120
0.390456;60
0.4137945;60
0.492851333;60
0.59629925;60
0.69134275;60
0.755400917;60
0.763621167;60
0.809229833;60
0.822542167;60
0.83613125;60
0.868401417;60
0.899061083;60
0.912953167;120
0.90792825;120
0.896276;120
0.885722833;120
0.878951833;120
0.864744083;120
0.781704167;120
0.557025167;120
0.752757;120
0.56345225;120
0.38921;120
0.303429;120
0.274529667;60
0.27543625;60
0.303402417;60
0.362594583;60
0.449146667;60
0.546823667;60
0.61051;60
0.697799833;60
0.679115833;60
0.579560417;60
0.43995475;60
0.308193;60
0.234578333;120
0.21682875;120
0.26176475;120
0.527886417;120
0.826038667;120
0.863530833;120
0.785202833;120
0.788509417;120
0.796961;120
0.448888333;120
0.12692575;120
0.0325985;120
0.01104925;60
0.011407333;60
0.032840167;60
0.095309083;60
0.224694333;60
0.442467833;60
0.679110667;60
0.869457583;60
0.90792475;60
0.89584525;60
0.866371417;60
0.838418417;60
0.793330333;120
0.716652833;120
0.68222775;120
0.71802725;120
0.745659167;120
0.74422475;120
0.847302333;120
0.931400667;120
0.9221155;120
0.910611;120
0.915073;120
0.937353833;120
0.957295667;60
0.9642005;60
0.9669765;60
0.971857083;60
0.9802195;60
0.987310083;60
0.9923365;60
0.993663833;60
0.988612667;60
0.970569333;60
0.944076667;60
0.901272083;60
0.8931575;120
0.9352575;120
0.96815;120
0.971214667;120
0.968178333;120
0.959422167;120
0.957455583;120
0.950072333;120
0.92077225;120
0.898349333;120
0.903612917;120
0.912038917;120
0.90941175;60
0.919577417;60
0.956885917;60
0.984484833;60
0.989168583;60
0.978227;60
0.946836333;60
0.9081735;60
0.946027;60
0.954098583;60
0.916462417;60
0.838196;60
0.699481583;120
0.5046395;120
0.33015675;120
0.26872675;120
0.238887917;120
0.230446167;120
0.1980335;120
0.272881167;120
0.354821917;120
0.42909725;120
0.468006083;120
0.481178417;120
0.462130333;60
0.415372833;60
0.372081;60
0.35842775;60
0.3950875;60
0.456089083;60
0.505475083;60
0.608229417;60
0.716851833;60
0.779949333;60
0.79706875;60
0.77741975;60
0.73020075;120
0.635147167;120
0.498187;120
0.4050625;120
0.319430917;120
0.2600225;120
0.1832855;120
0.1019945;120
0.52902225;120
0.6410315;120
0.70443125;120
0.754229667;120
0.736721167;60
0.684630833;60
0.642461583;60
0.627586583;60
0.618925083;60
0.596308333;60
0.504731583;60
0.441978583;60
0.404905083;60
0.404495333;60
0.400750333;60
0.382025917;60
0.369269333;120
0.37356875;120
0.428365083;120
0.525772417;120
0.610282167;120
0.660274417;120
0.624341417;120
0.583770417;120
0.72182975;120
0.65039425;120
0.554087;120
0.48123725;120
0.396347667;60
0.337486583;60
0.356538583;60
0.434608167;60
0.52683175;60
0.610545667;60
0.627597333;60
0.66845275;60
0.709026667;60
0.7275125;60
0.733766;60
0.775555167;60
0.836427917;120
0.860953083;120
0.845152583;120
0.8311705;120
0.841996333;120
0.844444917;120
0.782768417;120
0.782226917;120
0.890019167;120
0.777143167;120
0.590367917;120
0.402170167;120
0.247742417;60
0.138206833;60
0.0708385;60
0.04165575;60
0.036901167;60
0.051853333;60
0.117909917;60
0.300081083;60
0.50562625;60
0.647921333;60
0.675462083;60
0.623992917;60
0.557298667;120
0.639657083;120
0.7648665;120
0.8901065;120
0.899712167;120
0.856238333;120
0.841787583;120
0.82422525;120
0.693718417;120
0.494593167;120
0.320837333;120
0.260659333;120
0.34064525;60
0.48124825;60
0.587416;60
0.651642667;60
0.689589083;60
0.737794;60
0.775504417;60
0.816252333;60
0.856132083;60
0.888777083;60
0.875475333;60
0.834990417;60
0.71619475;120
0.572911333;120
0.402427333;120
0.262568417;120
0.1803995;120
0.148812917;120
0.140513917;120
0.259987833;120
0.701657;120
0.8470875;120
0.836826083;120
0.745222667;120
0.596942833;60
0.434511583;60
0.319403833;60
0.260047917;60
0.250741;60
0.289069167;60
0.465075167;60
0.683805083;60
0.676614583;60
0.526892833;60
0.331601917;60
0.185993917;60
0.119819583;120
0.0760745;120
0.030371917;120
0.00235475;120
0.000193917;120
0.006386833;120
0.034616083;120
0.115368917;120
0.291895333;120
0.372087917;120
0.403710083;120
0.4488985;120
0.53288125;60
0.570761667;60
0.481255417;60
0.3667925;60
0.335366833;60
0.3679605;60
0.370639917;60
0.300783;60
0.21530175;60
0.142797917;60
0.086167083;60
0.044475417;60
0.016109417;120
0.008666167;120
0.01261375;120
0.025474417;120
0.039418;120
0.055190083;120
0.076827417;120
0.220098417;120
0.466939167;120
0.58395;120
0.632928083;120
0.642149833;120
0.60178325;60
0.55020375;60
0.538196083;60
0.541085333;60
0.551155083;60
0.576752333;60
0.639532667;60
0.713784667;60
0.76393875;60
0.7491505;60
0.561403833;60
0.165825167;60
0.131867917;120
0.2864805;120
0.5962965;120
0.6805465;120
0.663330167;120
0.605070583;120
0.6086765;120
0.76066025;120
0.849226833;120
0.888442583;120
0.91057875;120
0.922838333;120
0.92324175;60
0.91599975;60
0.90675475;60
0.890747833;60
0.860843;60
0.780297167;60
0.651254583;60
0.590090667;60
0.647690833;60
0.6988515;60
0.7705635;60
0.85903925;60
0.871287333;120
0.8941555;120
0.925147917;120
0.924979417;120
0.885743083;120
0.803606083;120
0.702532167;120
0.760782167;120
0.754792667;120
0.7598715;120
0.887495167;120
6,6375;120
0.960178333;60
0.92980875;60
0.915941083;60
0.914558083;60
0.89209025;60
0.858305417;60
0.818773583;60
0.7195435;60
0.563062667;60
0.455035;60
0.389697333;60
0.334861417;60
0.290337;120
0.266638;120
0.25116325;120
0.25388275;120
0.27750075;120
0.298286;120
0.368976833;120
0.406036;120
0.334355417;120
0.277686167;120
0.220438333;120
0.1826705;120
0.206803667;60
0.262451667;60
0.319382;60
0.3892325;60
0.4568535;60
0.517874417;60
0.567244583;60
0.677203833;60
0.727392;60
0.734136833;60
0.715385083;60
0.684659;60
0.619411417;120
0.548285;120
0.501786917;120
0.462128667;120
0.43012175;120
0.398100667;120
0.378427417;120
0.548285;120
0.41816975;120
0.260847333;120
0.189336583;120
0.167335917;120
0.167897833;60
0.190597083;60
0.232530917;60
0.289050833;60
0.36256975;60
0.44737925;60
0.534848833;60
0.684979917;60
0.752233083;60
0.78138625;60
0.793696167;60
0.7925715;60
0.768706667;120
0.734983917;120
0.706525;120
0.684796583;120
0.657032917;120
0.6182995;120
0.481257667;120
0.160004;120
0.238851333;120
0.181447083;120
0.188921167;120
0.237017333;120
0.312544667;60
0.395568167;60
0.475367667;60
0.55402225;60
0.637073;60
0.71114825;60
0.736489417;60
0.804471917;60
0.841804167;60
0.858332167;60
0.857422417;60
0.834675583;60
0.791333833;120
0.742837583;120
0.699653333;120
0.67339475;120
0.663882583;120
0.6666405;120
0.6141175;120
0.62936175;120
0.614128167;120
0.489133167;120
0.3785015;120
0.3749405;120
0.406431083;60
0.450487917;60
0.51203225;60
0.590434083;60
0.676121417;60
0.755916167;60
0.827356833;60
0.845126417;60
0.838418333;60
0.846544333;60
0.829578333;60
0.799467417;60
0.772546083;120
0.75746225;120
0.74799475;120
0.73065175;120
0.732965;120
0.7217975;120
0.802510917;120
0.85591725;120
0.797092;120
0.740545333;120
0.707983333;120
0.684643;120
0.6602745;60
0.641615083;60
0.64214025;60
0.673368917;60
0.717638167;60
0.766704167;60
0.786835083;60
0.820459167;60
0.836224083;60
0.838324833;60
0.824915083;60
0.780311083;60
0.720657083;120
0.713881667;120
0.741065417;120
0.754325083;120
0.740539667;120
0.707020833;120
0.743297167;120
0.845053667;120
0.71762225;120
0.497719833;120
0.3428975;120
0.3027815;120
0.323777333;60
0.38923775;60
0.47882775;60
0.583583583;60
0.689638333;60
0.785228;60
0.829885833;60
0.823510333;60
0.833156333;60
0.836317667;60
0.822715417;60
0.80271875;60
0.78489825;120
0.766580667;120
0.745468167;120
0.720632833;120
0.691330833;120
0.663895417;120
0.59942475;120
0.78613675;120
0.743483833;120
0.539115;120
0.453716917;120
0.461305417;120
0.501592917;60
0.551872833;60
0.604117667;60
0.661223;60
0.72517125;60
0.78281825;60
0.812871833;60
0.822044583;60
0.827550417;60
0.8271865;60
0.818691417;60
0.801955417;60
0.779710083;120
0.757451167;120
0.733846833;120
0.705796917;120
0.674119917;120
0.639378417;120
0.547464;120
0.638106833;120
0.72285475;120
0.46150575;120
0.321085417;120
0.310041167;120
0.344586917;60
0.38383575;60
0.430956;60
0.487970417;60
0.551156167;60
0.62908675;60
0.717672167;60
0.852418333;60
0.884443417;60
0.88438775;60
0.870759667;60
0.845681833;60
0.807700833;120
0.7615595;120
0.702090917;120
0.644751167;120
0.582877583;120
0.5046645;120
0.39126325;120
0.170268833;120
0.301312;120
0.118335167;120
0.050518333;120
0.060824833;120
0.102013333;60
0.147638583;60
0.19546975;60
0.24609975;60
0.310276;60
0.403758917;60
0.562371667;60
0.773554583;60
0.848006833;60
0.864256917;60
0.854294833;60
0.834682417;60
0.803009583;120
0.766612417;120
0.733961;120
0.700333667;120
0.6791275;120
0.65167625;120
0.54405425;120
0.23334;120
0.26957575;120
0.119566917;120
0.0325995;120
0.01712775;120
0.020862083;60
0.03327475;60
0.050122667;60
0.071447;60
0.102009333;60
0.152694583;60
0.331309917;60
0.618779417;60
0.72290625;60
0.693222583;60
0.605586083;60
0.50642625;60
0.355179583;120
0.20699625;120
0.0901725;120
0.025680167;120
0.020876667;120
0.07390925;120
0.15767825;120
0.1173175;120
0.235513083;120
0.272507917;120
0.268721833;120
0.2762855;120
0.291902583;60
0.306185917;60
0.331611833;60
0.3692245;60
0.42837275;60
0.514950917;60
0.619040167;60
0.773519917;60
0.846318333;60
0.859496833;60
0.842610083;60
0.821196917;60
0.812911583;120
0.788585917;120
0.74439075;120
0.694121917;120
0.651293917;120
0.611400083;120
0.5924785;120
0.786247833;120
0.784919917;120
0.707354417;120
0.589632583;120
0.485240083;120
0.41523975;60
0.425456;60
0.490073167;60
0.576744;60
0.67804725;60
0.803880583;60
0.899809417;60
0.934264833;60
0.8967505;60
0.800685417;60
0.7251045;60
0.669690083;60
0.62365;120
0.635709917;120
0.67663925;120
0.720593083;120
0.748050583;120
0.7306795;120
0.759470833;120
0.8132005;120
0.726782083;120
0.517250833;120
0.210178083;120
0.070347667;120
0.03535675;60
0.0490425;60
0.094422917;60
0.176212083;60
0.300785667;60
0.454787833;60
0.619834667;60
0.79426525;60
0.852342417;60
0.865693833;60
0.85707125;60
0.839664833;60
0.810612417;120
0.757491083;120
0.70606925;120
0.668222917;120
0.666602;120
0.661361333;120
0.655979583;120
0.797659917;120
0.7745725;120
0.627594667;120
0.36640525;120
0.189085083;120
0.111587417;60
0.09528675;60
0.1160345;60
0.167084167;60
0.252471083;60
0.390990083;60
0.633522083;60
0.84696825;60
0.893105333;60
0.901191083;60
0.895882;60
0.884724833;60
0.86067475;120
0.825678167;120
0.795513;120
0.754368;120
0.696882167;120
0.665570167;120
0.63292325;120
0.656145667;120
0.628343917;120
0.56663975;120
0.296862167;120
0.103733333;120
0.045487667;60
0.040284417;60
0.05711;60
0.090620083;60
0.1449825;60
0.2273435;60
0.43513725;60
0.717286;60
0.808679333;60
0.820481667;60
0.806003333;60
0.782971333;60
0.75466425;120
0.71809;120
0.671637667;120
0.627606583;120
0.585393667;120
0.551896;120
0.4705765;120
0.282869667;120
0.286465583;120
0.224449333;120
0.064561917;120
0.005089083;120
8.83E-06;60
0;60
1.39E-05;60
0.005452333;60
0.024221333;60
0.059449;60
0.232584167;60
0.599065417;60
0.785922667;60
0.838438917;60
0.838795583;60
0.822631167;60
0.785535167;120
0.7405475;120
0.703797667;120
0.6682245;120
0.637880667;120
0.6119385;120
0.5381985;120
0.237645417;120
0.424346417;120
0.286426833;120
0.084080333;120
0.009665083;120
2.58E-05;60
0.000609417;60
0.008879917;60
0.0294655;60
0.060245833;60
0.104811;60
0.279164083;60
0.586575167;60
0.766643833;60
0.8350405;60
0.845138417;60
0.82696825;60
0.787526583;120
0.740542417;120
0.6945615;120
0.654547083;120
0.620419083;120
0.585404583;120
0.519882;120
0.226505;120
0.11435725;120
0.017470167;120
0.005596417;120
0.029249167;120
0.089223917;60
0.173183583;60
0.268734333;60
0.365038667;60
0.462526167;60
0.553945333;60
0.639537417;60
0.739115;60
0.775093917;60
0.778753333;60
0.766577083;60
0.74572175;60
0.710084083;120
0.658641083;120
0.604341;120
0.550252083;120
0.498873667;120
0.465501083;120
0.417743333;120
0.23652575;120
0.256119917;120
0.288910833;120
0.238983417;120
0.222168417;120
0.238976167;60
0.2825885;60
0.342525083;60
0.416076083;60
0.499403667;60
0.591292917;60
0.711260583;60
0.848558833;60
0.885008417;60
0.890311667;60
0.884996083;60
0.882273667;60
0.884384167;120
0.865842917;120
0.8328265;120
0.814539167;120
0.792539083;120
0.820400917;120
0.77424225;120
0.826754;120
0.814591833;120
0.784539917;120
0.6535395;120
0.431311;120
0.315365917;60
0.295320167;60
0.311794167;60
0.362358917;60
0.456683417;60
0.593520333;60
0.75016275;60
0.875847083;60
0.914846083;60
0.915834;60
0.860970333;60
0.828785667;60
0.829731333;120
0.812859583;120
0.773514667;120
0.709511083;120
0.681715833;120
0.648487333;120
0.64911775;120
0.818756083;120
0.813983;120
0.750127083;120
0.62180675;120
0.495632;120
0.366402583;60
0.252663917;60
0.202639417;60
0.211405;60
0.273423083;60
0.369226833;60
0.57999775;60
0.786294417;60
0.827477583;60
0.822034417;60
0.79478575;60
0.7375635;60
0.66336025;120
0.587958;120
0.530087833;120
0.519335167;120
0.514954;120
0.498855583;120
0.434366667;120
0.187258583;120
0.392906833;120
0.206849583;120
0.049052583;120
0.005671;120
0.000158833;60
0;60
1.08E-05;60
0.004076417;60
0.020187;60
0.048438917;60
0.13095725;60
0.277504583;60
0.411692333;60
0.508636833;60
0.5587385;60
0.5711055;60
0.55268025;120
0.525752167;120
0.498857417;120
0.467942417;120
0.443964333;120
0.422980833;120
0.376163833;120
0.17167425;120
0.111620167;120
0.061088917;120
0.03165625;120
0.016782917;120
0.0067385;60
0.001993833;60
0.001125583;60
0.002098167;60
0.006966833;60
0.021551583;60
0.068898833;60
0.159587917;60
0.28461525;60
0.398138917;60
0.488586583;60
0.56921;60
0.614137167;120
0.576754083;120
0.474118667;120
0.374677;120
0.28900975;120
0.218497583;120
0.182312417;120
0.100810917;120
0.082507667;120
0.085770333;120
0.055223667;120
0.018679667;120
0.002834667;60
0.00047075;60
0.000347083;60
0.007280917;60
0.035098333;60
0.098991833;60
0.255908833;60
0.514953333;60
0.74749275;60
0.865595583;60
0.880804083;60
0.843163917;60
0.798881667;120
0.733427167;120
0.669748833;120
0.618197;120
0.564431583;120
0.51786975;120
0.447812167;120
0.334991833;120
0.323236917;120
0.312731167;120
0.185203917;120
0.069817417;120
0.02531075;60
0.0389805;60
0.123163333;60
0.307104833;60
0.576661;60
0.808463417;60
0.906704167;60
0.946947917;60
6,698611111;60
0.9721785;60
0.969772;60
0.95942725;60
0.9368765;120
0.9142575;120
0.894965667;120
0.873368333;120
0.844047083;120
0.83247175;120
0.821975667;120
0.887535;120
0.836619917;120
0.748086417;120
0.659454583;120
0.51495275;120
0.363191583;60
0.2539475;60
0.222836833;60
0.243827833;60
0.303574333;60
0.398686583;60
0.567878833;60
0.762619;60
0.8348985;60
0.8494625;60
0.844295167;60
0.833090583;60
0.818770083;120
0.788455917;120
0.727367083;120
0.67909075;120
0.683274583;120
0.671645417;120
0.65215075;120
0.507932167;120
0.681594167;120
0.694452333;120
0.5169065;120
0.350775333;120
0.20228425;60
0.101653833;60
0.053119;60
0.03096175;60
0.030355417;60
0.043407333;60
0.092399167;60
0.16742575;60
0.25106725;60
0.319389417;60
0.369220167;60
0.408653417;60
0.447667167;120
0.481245917;120
0.51390425;120
0.538198083;120
0.573933833;120
0.627607667;120
0.696412;120
0.548988917;120
0.648215667;120
0.769942;120
0.73073625;120
0.650132333;120
0.515652417;60
0.3887505;60
0.315386;60
0.268678083;60
0.2371605;60
0.222859833;60
0.234406;60
0.29481525;60
0.465077417;60
0.737592333;60
0.834642833;60
0.760059083;60
0.6329205;120
0.507751333;120
0.4292375;120
0.375314667;120
0.354941667;120
0.32511;120
0.262498167;120
0.324282917;120
0.332616083;120
0.20918;120
0.118601833;120
0.106647667;120
0.145636917;60
0.246472417;60
0.3870285;60
0.5017945;60
0.566924917;60
